calendar_date,year,month,day,month_name,date_label,drink_index,alcohol,amount,unit,abv,price,currency,notes,preview
2025-06-13,2025,6,13,June,13 June,2,Sambuca,Volume,l,,,₽,1 chapman-like chester for 2,
2025-06-14,2025,6,14,June,14 June,1,Beer,0.9,l,5,220,₽,два бланша под по хуевой,"0.9l
220 ₽"
2025-06-14,2025,6,14,June,14 June,2,Sambuca,Volume,l,,,₽,сижка на одного (Честер аля Чапман),
2025-06-14,2025,6,14,June,14 June,3,,,,,,,,
2025-06-15,2025,6,15,June,15 June,1,Beer,0.5,l,,,₽,шпатен и Бланш манго по половинке в честь ожидания маршрутки селигер-тверь,0.5l
2025-06-16,2025,6,16,June,16 June,1,,,,,,,,
2025-06-17,2025,6,17,June,17 June,1,Beer,1.5,l,5,660,₽,ладья стендап,"1.5l
660 ₽"
2025-06-17,2025,6,17,June,17 June,2,Vodka,0.05,l,4,150,₽,с апельсинчиком,"0.05l
150 ₽"
2025-06-17,2025,6,17,June,17 June,3,Sambuca,Volume,l,,,₽,чапманина двоих,
2025-06-18,2025,6,18,June,18 June,1,,,,,,,,
2025-06-19,2025,6,19,June,19 June,1,,,,,,,,
2025-06-20,2025,6,20,June,20 June,1,Beer,0.9,l,,250,₽,не удержался и всадил пару баночек😋,"0.9l
250 ₽"
2025-06-21,2025,6,21,June,21 June,1,,,,,,,,
2025-06-22,2025,6,22,June,22 June,1,,,,,,,,
2025-06-23,2025,6,23,June,23 June,1,,,,,,,,
2025-06-24,2025,6,24,June,24 June,1,,,,,,,,
2025-06-25,2025,6,25,June,25 June,1,Beer,0.45,l,5,200,₽,волчок томатка. В честь ковра на полу,"0.45l
200 ₽"
2025-06-26,2025,6,26,June,26 June,1,Beer,0.5,l,5,115,₽,не удержался,"0.5l
115 ₽"
2025-06-27,2025,6,27,June,27 June,1,Beer,2.7,l,5,550,₽,"паблосы хуеблосы, в т.ч. с лаймом","2.7l
550 ₽"
2025-06-27,2025,6,27,June,27 June,2,Tequila,0.08,l,40,,₽,Мишаня Аксёнов заделился налутанным,0.08l
2025-06-27,2025,6,27,June,27 June,3,Sambuca,Volume,l,,,₽,пару-тройку сижек и пяток глошечек и какие то вейпики,
2025-06-28,2025,6,28,June,28 June,1,Beer,0.9,l,5,,₽,жулебинские отходняки,0.9l
2025-06-28,2025,6,28,June,28 June,2,Sambuca,Volume,l,,,₽,глошечка х2,
2025-06-29,2025,6,29,June,29 June,1,,,,,,,,
2025-06-30,2025,6,30,June,30 June,1,,,,,,,,
2025-07-01,2025,7,1,July,1 July,1,,,,,,,,
2025-07-02,2025,7,2,July,2 July,1,,,,,,,,
2025-07-03,2025,7,3,July,3 July,1,Beer,1.5,l,5,1000,₽,,"1.5l
1000 ₽"
2025-07-03,2025,7,3,July,3 July,2,White wine,0.7,l,11,,₽,др Димы Багрянцева,0.7l
2025-07-03,2025,7,3,July,3 July,3,Whiskey,0.1,l,,,₽,,0.1l
2025-07-03,2025,7,3,July,3 July,4,Gin,0.05,l,40,,₽,,0.05l
2025-07-03,2025,7,3,July,3 July,5,Beer,Volume,l,,,₽,"чето там стреляли у Димы, потом у волчка",
2025-07-04,2025,7,4,July,4 July,1,,,,,,,,
2025-07-05,2025,7,5,July,5 July,1,Beer,4,l,5,800,₽,,"4l
800 ₽"
2025-07-05,2025,7,5,July,5 July,2,Whiskey,0.1,l,40,,₽,,0.1l
2025-07-05,2025,7,5,July,5 July,3,Sambuca,Volume,l,,,₽,кальянчик Саши на др у Нюты,
2025-07-06,2025,7,6,July,6 July,1,Beer,0.45,l,5,,₽,,0.45l
2025-07-07,2025,7,7,July,7 July,1,,,,,,,,
2025-07-08,2025,7,8,July,8 July,1,Beer,1.9,l,5,4000,₽,жостко разорился в барах. Катюха,"1.9l
4000 ₽"
2025-07-08,2025,7,8,July,8 July,2,Sambuca,Volume,l,,,₽,стреляные чапманочки 2-3шт,
2025-07-09,2025,7,9,July,9 July,1,White wine,0.5,l,12,,₽,корпорат,0.5l
2025-07-09,2025,7,9,July,9 July,2,Cognac,0.25,l,40,,₽,корпорат,0.25l
2025-07-09,2025,7,9,July,9 July,3,Sambuca,Volume,l,,,₽,кальянчик и мощная лабуда Влада Кущнецова,
2025-07-10,2025,7,10,July,10 July,1,,,,,,,,
2025-07-11,2025,7,11,July,11 July,1,,,,,,,,
2025-07-12,2025,7,12,July,12 July,1,Sambuca,Volume,l,,,₽,подик Миши,
2025-07-13,2025,7,13,July,13 July,1,,,,,,,,
2025-07-14,2025,7,14,July,14 July,1,,,,,,,,
2025-07-15,2025,7,15,July,15 July,1,,,,,,,,
2025-07-16,2025,7,16,July,16 July,1,Beer,2.5,l,5,2000,₽,крапива с мариной,"2.5l
2000 ₽"
2025-07-16,2025,7,16,July,16 July,2,Sambuca,Volume,l,,,₽,подик Марины,
2025-07-17,2025,7,17,July,17 July,1,Beer,0.9,l,5,500,₽,прилет в сочи,"0.9l
500 ₽"
2025-07-18,2025,7,18,July,18 July,1,Beer,0.9,l,5,300,₽,обэд на море,"0.9l
300 ₽"
2025-07-19,2025,7,19,July,19 July,1,Beer,3.5,l,5,1000,₽,8 пив с Ксюшей и Сашей,"3.5l
1000 ₽"
2025-07-20,2025,7,20,July,20 July,1,Beer,0.9,l,5,200,₽,,"0.9l
200 ₽"
2025-07-20,2025,7,20,July,20 July,2,Beer,2.2,l,5,1000,₽,много пив на красной поляне,"2.2l
1000 ₽"
2025-07-21,2025,7,21,July,21 July,1,Beer,0.5,l,4,100,₽,медок волчок,"0.5l
100 ₽"
2025-07-22,2025,7,22,July,22 July,1,Beer,0.5,l,5,350,₽,бильярд бланш,"0.5l
350 ₽"
2025-07-23,2025,7,23,July,23 July,1,Beer,1.35,l,5,300,₽,пляжик,"1.35l
300 ₽"
2025-07-24,2025,7,24,July,24 July,1,Beer,0.568,l,5,150,₽,олд Бобби под бэдкомедиан и роллы,"0.57l
150 ₽"
2025-07-25,2025,7,25,July,25 July,1,Beer,1.65,l,5,500,₽,,"1.65l
500 ₽"
2025-07-26,2025,7,26,July,26 July,1,Beer,1.8,l,5,500,₽,4 комнаты,"1.8l
500 ₽"
2025-07-27,2025,7,27,July,27 July,1,Beer,0.9,l,5,200,₽,старый мельник на пляже,"0.9l
200 ₽"
2025-07-28,2025,7,28,July,28 July,1,Beer,1.2,l,5,400,₽,камни и спортбар,"1.2l
400 ₽"
2025-07-29,2025,7,29,July,29 July,1,,,,,,,,
2025-07-30,2025,7,30,July,30 July,1,Beer,1.8,l,5,400,₽,лучший тако в городе,"1.8l
400 ₽"
2025-07-31,2025,7,31,July,31 July,1,,,,,,,,
2025-08-01,2025,8,1,August,1 August,1,,,,,,,,
2025-08-02,2025,8,2,August,2 August,1,Beer,3,l,5,1000,₽,"питерские педиатрки, варечка, большие гонки","3l
1000 ₽"
2025-08-02,2025,8,2,August,2 August,2,Whiskey,0.1,l,40,,₽,Лоусон питерок,0.1l
2025-08-03,2025,8,3,August,3 August,1,Beer,0.45,l,5,150,₽,шпатен,"0.45l
150 ₽"
2025-08-04,2025,8,4,August,4 August,1,Beer,0.45,l,5,120,₽,шпатен. пока пока пляжик🥲,"0.45l
120 ₽"
2025-08-05,2025,8,5,August,5 August,1,,,,,,,,
2025-08-06,2025,8,6,August,6 August,1,Beer,1.35,l,5.2,350,₽,с Лизой пивка,"1.35l
350 ₽"
2025-08-07,2025,8,7,August,7 August,1,,,,,,,,
2025-08-08,2025,8,8,August,8 August,1,,,,,,,,
2025-08-09,2025,8,9,August,9 August,1,,,,,,,,
2025-08-10,2025,8,10,August,10 August,1,,,,,,,,
2025-08-11,2025,8,11,August,11 August,1,,,,,,,,
2025-08-12,2025,8,12,August,12 August,1,Beer,1.6,l,5,350,₽,с Ирой пивка,"1.6l
350 ₽"
2025-08-12,2025,8,12,August,12 August,2,White wine,0.3,l,12,,₽,Фанагория с корпората допита в домашних условиях,0.3l
2025-08-13,2025,8,13,August,13 August,1,,,,,,,,
2025-08-14,2025,8,14,August,14 August,1,,,,,,,,
2025-08-15,2025,8,15,August,15 August,1,Beer,2.5,l,5,600,₽,кондукт,"2.5l
600 ₽"
2025-08-16,2025,8,16,August,16 August,1,Beer,2.5,l,5,600,₽,кондучки,"2.5l
600 ₽"
2025-08-17,2025,8,17,August,17 August,1,,,,,,,,
2025-08-18,2025,8,18,August,18 August,1,Beer,1.3,l,5,80,₽,"пивка под стирки, мытье решетки, посуды","1.3l
80 ₽"
2025-08-19,2025,8,19,August,19 August,1,,,,,,,,
2025-08-20,2025,8,20,August,20 August,1,,,,,,,,
2025-08-21,2025,8,21,August,21 August,1,,,,,,,,
2025-08-22,2025,8,22,August,22 August,1,Beer,1.5,l,5,350,₽,под мытье и накачку велика,"1.5l
350 ₽"
2025-08-23,2025,8,23,August,23 August,1,Beer,2.5,l,5,5000,₽,одноклассники...,"2.5l
5000 ₽"
2025-08-24,2025,8,24,August,24 August,1,Beer,1,l,5,2000,₽,"Арина Милка , Апрелевка, Переделкино","1l
2000 ₽"
2025-08-25,2025,8,25,August,25 August,1,,,,,,,,
2025-08-26,2025,8,26,August,26 August,1,,,,,,,,
2025-08-27,2025,8,27,August,27 August,1,,,,,,,,
2025-08-28,2025,8,28,August,28 August,1,,,,,,,,
2025-08-29,2025,8,29,August,29 August,1,Beer,2,l,5,2000,₽,с Женьком во Владимире,"2l
2000 ₽"
2025-08-30,2025,8,30,August,30 August,1,Beer,2,l,5,2000,₽,хинкалыч и собака в костроме,"2l
2000 ₽"
2025-08-31,2025,8,31,August,31 August,1,,,,,,,,
2025-09-01,2025,9,1,September,1 September,1,,,,,,,,
2025-09-02,2025,9,2,September,2 September,1,Beer,2,l,5,1000,₽,фонвизинская-вднх с Ирой,"2l
1000 ₽"
2025-09-03,2025,9,3,September,3 September,1,,,,,,,,
2025-09-04,2025,9,4,September,4 September,1,,,,,,,,
2025-09-05,2025,9,5,September,5 September,1,Beer,1.9,l,5,1500,₽,"корона, алькапулька, центр Москвы с Ирой","1.9l
1500 ₽"
2025-09-06,2025,9,6,September,6 September,1,,,,,,,,
2025-09-07,2025,9,7,September,7 September,1,Beer,0.45,l,5,,₽,пивка после того как отвез Иру на вокзал,0.45l
2025-09-08,2025,9,8,September,8 September,1,Beer,1.3,l,5,500,₽,пивка с Лизой,"1.3l
500 ₽"
2025-09-09,2025,9,9,September,9 September,1,,,,,,,,
2025-09-10,2025,9,10,September,10 September,1,,,,,,,,
2025-09-11,2025,9,11,September,11 September,1,Beer,1.35,l,,300,₽,пивка с Лизой,"1.35l
300 ₽"
2025-09-12,2025,9,12,September,12 September,1,,,,,,,,
2025-09-13,2025,9,13,September,13 September,1,,,,,,,,
2025-09-14,2025,9,14,September,14 September,1,,,,,,,,
2025-09-15,2025,9,15,September,15 September,1,,,,,,,,
2025-09-16,2025,9,16,September,16 September,1,,,,,,,,
2025-09-17,2025,9,17,September,17 September,1,,,,,,,,
2025-09-18,2025,9,18,September,18 September,1,,,,,,,,
2025-09-19,2025,9,19,September,19 September,1,Beer,1,l,4.5,200,₽,просто чето решил что пятница. зря один пил,"1l
200 ₽"
2025-09-20,2025,9,20,September,20 September,1,Beer,2.5,l,5,300,₽,др сереги,"2.5l
300 ₽"
2025-09-20,2025,9,20,September,20 September,2,Whiskey,0.2,l,40,,₽,др Серёги,0.2l
2025-09-21,2025,9,21,September,21 September,1,,,,,,,,
2025-09-22,2025,9,22,September,22 September,1,,,,,,,,
2025-09-23,2025,9,23,September,23 September,1,,,,,,,,
2025-09-24,2025,9,24,September,24 September,1,,,,,,,,
2025-09-25,2025,9,25,September,25 September,1,,,,,,,,
2025-09-26,2025,9,26,September,26 September,1,,,,,,,,
2025-09-27,2025,9,27,September,27 September,1,Vodka,0.2,l,40,,₽,поминки,0.2l
2025-09-28,2025,9,28,September,28 September,1,,,,,,,,
2025-09-29,2025,9,29,September,29 September,1,,,,,,,,
2025-09-30,2025,9,30,September,30 September,1,Beer,0.45,l,5,110,₽,чет вместо безалко решил взять алко баночку под вечерок,"0.45l
110 ₽"
2025-10-01,2025,10,1,October,1 October,1,,,,,,,,
2025-10-02,2025,10,2,October,2 October,1,,,,,,,,
2025-10-03,2025,10,3,October,3 October,1,Beer,1.5,l,5,200,₽,левенбрау пол альбомы айко и ангела,"1.5l
200 ₽"
2025-10-04,2025,10,4,October,4 October,1,Beer,1.1,l,5,150,₽,сталкерстрайк: левенбрау оставшийся с пт,"1.1l
150 ₽"
2025-10-04,2025,10,4,October,4 October,2,Vodka,0.02,l,90,,₽,глоток чистого спирта у долговцев (нахуя?..),0.02l
2025-10-04,2025,10,4,October,4 October,3,Vodka,0.3,l,40,,₽,всякое прихлёбывал из фляжек различных весь день на игре,0.3l
2025-10-05,2025,10,5,October,5 October,1,Beer,0.8,l,5,160,₽,две алькапульки похмельных после сталкера уже дома под пиццку,"0.8l
160 ₽"
2025-10-06,2025,10,6,October,6 October,1,,,,,,,,
2025-10-07,2025,10,7,October,7 October,1,,,,,,,,
2025-10-08,2025,10,8,October,8 October,1,Beer,0.8,l,4.5,150,₽,чет случайно в Кб забрел и само в руках оказалось пиво,"0.8l
150 ₽"
2025-10-09,2025,10,9,October,9 October,1,,,,,,,,
2025-10-10,2025,10,10,October,10 October,1,,,,,,,,
2025-10-11,2025,10,11,October,11 October,1,Beer,0.5,l,5,200,₽,карлсберг в старом добром стамбуле,"0.5l
200 ₽"
2025-10-12,2025,10,12,October,12 October,1,Beer,1.4,l,5,800,₽,дорогое пиво. пишу тебе это письмо,"1.4l
800 ₽"
2025-10-13,2025,10,13,October,13 October,1,,,,,,,,
2025-10-14,2025,10,14,October,14 October,1,Beer,0.75,l,5,150,₽,,"0.75l
150 ₽"
2025-10-15,2025,10,15,October,15 October,1,Beer,2.5,l,5,600,₽,"черногория, добор до Котора и чилл там","2.5l
600 ₽"
2025-10-16,2025,10,16,October,16 October,1,Beer,1,l,5,250,₽,,"1l
250 ₽"
2025-10-16,2025,10,16,October,16 October,2,White wine,0.6,l,10,1000,₽,,"0.6l
1000 ₽"
2025-10-17,2025,10,17,October,17 October,1,Beer,1.8,l,5,500,₽,,"1.8l
500 ₽"
2025-10-18,2025,10,18,October,18 October,1,Beer,2,l,5,600,₽,подМглу,"2l
600 ₽"
2025-10-19,2025,10,19,October,19 October,1,,,,,,,,
2025-10-20,2025,10,20,October,20 October,1,Beer,1.5,l,5,500,₽,,"1.5l
500 ₽"
2025-10-20,2025,10,20,October,20 October,2,Liquor,0.25,l,30,,₽,ягер аналог на црно езере,0.25l
2025-10-21,2025,10,21,October,21 October,1,,,,,,,,
2025-10-22,2025,10,22,October,22 October,1,Beer,1.5,l,5,500,₽,бары с Вадимом,"1.5l
500 ₽"
2025-10-22,2025,10,22,October,22 October,2,Liquor,0.2,l,20,500,₽,настойки,"0.2l
500 ₽"
2025-10-23,2025,10,23,October,23 October,1,Beer,1,l,5,500,₽,суботица,"1l
500 ₽"
2025-10-23,2025,10,23,October,23 October,2,White wine,0.5,l,11,600,₽,винчика на троих пару боттлов,"0.5l
600 ₽"
2025-10-24,2025,10,24,October,24 October,1,,,,,,,,
2025-10-25,2025,10,25,October,25 October,1,Beer,0.9,l,5,250,₽,под роллы в спаре по возвращении домой,"0.9l
250 ₽"
2025-10-26,2025,10,26,October,26 October,1,,,,,,,,
2025-10-27,2025,10,27,October,27 October,1,Beer,0.95,l,5,300,₽,а просто так. в честь выхода из отпуска,"0.95l
300 ₽"
2025-10-28,2025,10,28,October,28 October,1,,,,,,,,
2025-10-29,2025,10,29,October,29 October,1,,,,,,,,
2025-10-30,2025,10,30,October,30 October,1,,,,,,,,
2025-10-31,2025,10,31,October,31 October,1,,,,,,,,
2025-11-01,2025,11,1,November,1 November,1,White wine,0.45,l,11,550,₽,"просто, под сериальчик, роллы, закуски. целую бутыль не осилил - и хорошо!","0.45l
550 ₽"
2025-11-02,2025,11,2,November,2 November,1,White wine,0.3,l,11,,₽,под уборочку,0.3l
2025-11-03,2025,11,3,November,3 November,1,,,,,,,,
2025-11-04,2025,11,4,November,4 November,1,,,,,,,,
2025-11-05,2025,11,5,November,5 November,1,Beer,0.8,l,4.5,160,₽,,"0.8l
160 ₽"
2025-11-06,2025,11,6,November,6 November,1,,,,,,,,
2025-11-07,2025,11,7,November,7 November,1,Beer,0.8,l,4.5,160,₽,две алькапульки,"0.8l
160 ₽"
2025-11-08,2025,11,8,November,8 November,1,Beer,0.95,l,5,250,₽,с Лизой пивка (я),"0.95l
250 ₽"
2025-11-09,2025,11,9,November,9 November,1,,,,,,,,
2025-11-10,2025,11,10,November,10 November,1,Beer,1,l,5,360,₽,пивка с Лизой,"1l
360 ₽"
2025-11-11,2025,11,11,November,11 November,1,,,,,,,,
2025-11-12,2025,11,12,November,12 November,1,,,,,,,,
2025-11-13,2025,11,13,November,13 November,1,,,,,,,,
2025-11-14,2025,11,14,November,14 November,1,Beer,3.5,l,5,2000,₽,бар ублюдочный,"3.5l
2000 ₽"
2025-11-15,2025,11,15,November,15 November,1,Beer,1.8,l,5,400,₽,др Мытищи с папой и Мишей,"1.8l
400 ₽"
2025-11-15,2025,11,15,November,15 November,2,Vodka,0.15,l,40,,₽,др в мытищах,0.15l
2025-11-16,2025,11,16,November,16 November,1,,,,,,,,
2025-11-17,2025,11,17,November,17 November,1,,,,,,,,
2025-11-18,2025,11,18,November,18 November,1,,,,,,,,
2025-11-19,2025,11,19,November,19 November,1,,,,,,,,
2025-11-20,2025,11,20,November,20 November,1,,,,,,,,
2025-11-21,2025,11,21,November,21 November,1,Beer,1.2,l,4.5,240,₽,3 алькапульки под ютубчик и голяка,"1.2l
240 ₽"
2025-11-22,2025,11,22,November,22 November,1,Beer,1.35,l,4.5,300,₽,после сбера пол прогулочку и под уборочку,"1.35l
300 ₽"
2025-11-22,2025,11,22,November,22 November,2,Vodka,0.05,l,40,,₽,да прост за компанию к пиву,0.05l
2025-11-23,2025,11,23,November,23 November,1,Beer,2.4,l,5,4000,₽,барчик с коляном,"2.4l
4000 ₽"
2025-11-24,2025,11,24,November,24 November,1,,,,,,,,
2025-11-25,2025,11,25,November,25 November,1,,,,,,,,
2025-11-26,2025,11,26,November,26 November,1,,,,,,,,
2025-11-27,2025,11,27,November,27 November,1,,,,,,,,
2025-11-28,2025,11,28,November,28 November,1,Beer,1.2,l,4.5,240,₽,три алькапульки под переклеивание проектора,"1.2l
240 ₽"
2025-11-29,2025,11,29,November,29 November,1,Beer,2,l,5,1500,₽,ладья с ублюдками,"2l
1500 ₽"
2025-11-29,2025,11,29,November,29 November,2,Vodka,0.05,l,25,,₽,настойка в ерше,0.05l
2025-11-30,2025,11,30,November,30 November,1,Red wine,0.55,l,11,500,₽,под фильмец на проекторе,"0.55l
500 ₽"
2025-12-01,2025,12,1,December,1 December,1,Red wine,0.2,l,11,,₽,под фильмец на проекторе,0.2l
2025-12-02,2025,12,2,December,2 December,1,,,,,,,,
2025-12-03,2025,12,3,December,3 December,1,,,,,,,,
2025-12-04,2025,12,4,December,4 December,1,,,,,,,,
2025-12-05,2025,12,5,December,5 December,1,Beer,1.2,l,4.5,240,₽,3 алькапульки под пятничку,"1.2l
240 ₽"
2025-12-06,2025,12,6,December,6 December,1,Beer,2.5,l,,1500,₽,лампопо ладья с Мариной,"2.5l
1500 ₽"
2025-12-07,2025,12,7,December,7 December,1,,,,,,,,
2025-12-08,2025,12,8,December,8 December,1,,,,,,,,
2025-12-09,2025,12,9,December,9 December,1,,,,,,,,
2025-12-10,2025,12,10,December,10 December,1,,,,,,,,
2025-12-11,2025,12,11,December,11 December,1,,,,,,,,
2025-12-12,2025,12,12,December,12 December,1,Beer,2,l,,,₽,бар после т-офиса с Мариной,2l
2025-12-13,2025,12,13,December,13 December,1,Beer,1.15,l,4.5,600,₽,с Мишей пивка в Ясногорске,"1.15l
600 ₽"
2025-12-14,2025,12,14,December,14 December,1,,,,,,,,
2025-12-15,2025,12,15,December,15 December,1,,,,,,,,
2025-12-16,2025,12,16,December,16 December,1,,,,,,,,
2025-12-17,2025,12,17,December,17 December,1,Beer,2,l,5,1000,₽,ладья - барка с Ирой и проклятый аббе блонд,"2l
1000 ₽"
2025-12-18,2025,12,18,December,18 December,1,,,,,,,,
2025-12-19,2025,12,19,December,19 December,1,Beer,1.2,l,5,240,₽,три алькапульки под мясцо,"1.2l
240 ₽"
2025-12-20,2025,12,20,December,20 December,1,Beer,0.45,l,5,100,₽,"эдельвейс пшеничка, прост, под форельку","0.45l
100 ₽"
2025-12-21,2025,12,21,December,21 December,1,,,,,,,,
2025-12-22,2025,12,22,December,22 December,1,,,,,,,,
2025-12-23,2025,12,23,December,23 December,1,,,,,,,,
2025-12-24,2025,12,24,December,24 December,1,Beer,0.9,l,5,160,₽,мэн дэйлик,"0.9l
160 ₽"
2025-12-24,2025,12,24,December,24 December,2,Vodka,0.2,l,4,,₽,мэн дэйлик,0.2l
2025-12-25,2025,12,25,December,25 December,1,,,,,,,,
2025-12-26,2025,12,26,December,26 December,1,Beer,1,l,5,500,₽,Чехия из Ашана под плюрибус,"1l
500 ₽"
2025-12-27,2025,12,27,December,27 December,1,Beer,2.5,l,5,2500,₽,крапива ублюдки тайный снорк бэнг,"2.5l
2500 ₽"
2025-12-28,2025,12,28,December,28 December,1,Beer,0.33,l,4.5,159,₽,корона,"0.33l
159 ₽"
2025-12-29,2025,12,29,December,29 December,1,Rum,0.05,l,,400,₽,ромчику с лёдиком под Офис,"0.05l
400 ₽"
2025-12-30,2025,12,30,December,30 December,1,Rum,0.15,l,35,,₽,под выбор студии в мытищах,0.15l
2025-12-31,2025,12,31,December,31 December,1,Beer,3,l,4.5,500,₽,нг в Реутове,"3l
500 ₽"
2025-12-31,2025,12,31,December,31 December,2,Liquor,0.15,l,35,,₽,ягера похлебал у Серёги,0.15l
2026-01-01,2026,1,1,January,1 January,1,Beer,0.8,l,4.5,,₽,вечерний расслабон под офис и робот пылесос. из подаренного на НГ Алейником ами,0.8l
2026-01-02,2026,1,2,January,2 January,1,Beer,0.8,l,4.5,,₽,оформил алькапулек под вечерок,0.8l
2026-01-03,2026,1,3,January,3 January,1,Beer,2,l,5,1700,₽,the pivo с Русланом Ксюшей Серёгой Федосом,"2l
1700 ₽"
2026-01-04,2026,1,4,January,4 January,1,Beer,1.2,l,5,,₽,под ютубчик,1.2l
2026-01-05,2026,1,5,January,5 January,1,,,,,,,,
2026-01-06,2026,1,6,January,6 January,1,Beer,0.8,l,4.5,,₽,,0.8l
2026-01-07,2026,1,7,January,7 January,1,Beer,0.4,l,4.5,,₽,,0.4l
2026-01-08,2026,1,8,January,8 January,1,Beer,0.8,l,4.5,200,₽,пару алькапулек примерно,"0.8l
200 ₽"
2026-01-09,2026,1,9,January,9 January,1,Beer,4,l,5,2000,₽,дача Кирилла,"4l
2000 ₽"
2026-01-10,2026,1,10,January,10 January,1,Beer,0.7,l,5,,₽,подгоны от Руслана и Ксюши попивал,0.7l
2026-01-11,2026,1,11,January,11 January,1,,,,,,,,
2026-01-12,2026,1,12,January,12 January,1,Beer,0.5,l,5.5,,₽,под ведьмака усосал последние остатки подгона с дачи,0.5l
2026-01-13,2026,1,13,January,13 January,1,,,,,,,,
2026-01-14,2026,1,14,January,14 January,1,,,,,,,,
2026-01-15,2026,1,15,January,15 January,1,Beer,0.8,l,4.5,180,₽,алькапулька,"0.8l
180 ₽"
2026-01-16,2026,1,16,January,16 January,1,,,,,,,,
2026-01-17,2026,1,17,January,17 January,1,,,,,,,,
2026-01-18,2026,1,18,January,18 January,1,Beer,0.45,l,5,80,₽,прост Балтика мягкое,"0.45l
80 ₽"
2026-01-19,2026,1,19,January,19 January,1,,,,,,,,
2026-01-20,2026,1,20,January,20 January,1,,,,,,,,
2026-01-21,2026,1,21,January,21 January,1,,,,,,,,
2026-01-22,2026,1,22,January,22 January,1,,,,,,,,
2026-01-23,2026,1,23,January,23 January,1,,,,,,,,
2026-01-24,2026,1,24,January,24 January,1,,,,,,,,
2026-01-25,2026,1,25,January,25 January,1,Beer,1.5,l,5,1600,₽,бар в передосе с кириллом,"1.5l
1600 ₽"
2026-01-26,2026,1,26,January,26 January,1,,,,,,,,
2026-01-27,2026,1,27,January,27 January,1,Beer,0.9,l,4.5,400,₽,пол настройку мака Иры дистантом,"0.9l
400 ₽"
2026-01-28,2026,1,28,January,28 January,1,,,,,,,,
2026-01-29,2026,1,29,January,29 January,1,Beer,1.35,l,4.5,255,₽,просто под офис... просто устал.. листал беседу семейную. плохо...,"1.35l
255 ₽"
2026-01-30,2026,1,30,January,30 January,1,,,,,,,,
2026-01-31,2026,1,31,January,31 January,1,,,,,,,,
2026-02-01,2026,2,1,February,1 February,1,,,,,,,,
2026-02-02,2026,2,2,February,2 February,1,Beer,0.9,l,4.5,160,₽,пивка под созвон с Ирой бахнул. Угостил пивком макбук,"0.9l
160 ₽"
2026-02-03,2026,2,3,February,3 February,1,,,,,,,,
2026-02-04,2026,2,4,February,4 February,1,,,,,,,,
2026-02-05,2026,2,5,February,5 February,1,,,,,,,,
2026-02-06,2026,2,6,February,6 February,1,Beer,1.2,l,4.5,240,₽,3 алькапульки,"1.2l
240 ₽"
2026-02-07,2026,2,7,February,7 February,1,,,,,,,,
2026-02-08,2026,2,8,February,8 February,1,,,,,,,,
2026-02-09,2026,2,9,February,9 February,1,Vodka,0.08,l,40,,₽,с мохиткой обмыл айфон 15 про,0.08l
2026-02-10,2026,2,10,February,10 February,1,Beer,1.13,l,4.5,,₽,корона и две алькапульки под мытьё посуды и Офис,1.13l
2026-02-11,2026,2,11,February,11 February,1,,,,,,,,
2026-02-12,2026,2,12,February,12 February,1,Beer,0.9,l,4.5,170,₽,пару хамовничков,"0.9l
170 ₽"
2026-02-13,2026,2,13,February,13 February,1,Beer,0.5,l,5,135,₽,из чижика немецкая пшеничка,"0.5l
135 ₽"
2026-02-13,2026,2,13,February,13 February,2,Vodka,0.15,l,40,,₽,с яблочным соком докинул к пивку,0.15l
2026-02-14,2026,2,14,February,14 February,1,,,,,,,,
2026-02-15,2026,2,15,February,15 February,1,,,,,,,,
2026-02-16,2026,2,16,February,16 February,1,,,,,,,,
2026-02-17,2026,2,17,February,17 February,1,,,,,,,,
2026-02-18,2026,2,18,February,18 February,1,Beer,1,l,5,280,₽,пшеничка немцев из чижика,"1l
280 ₽"
2026-02-19,2026,2,19,February,19 February,1,Red wine,0.375,l,14,400,₽,под роллы,"0.38l
400 ₽"
2026-02-20,2026,2,20,February,20 February,1,,,,,,,,
2026-02-21,2026,2,21,February,21 February,1,,,,,,,,
2026-02-22,2026,2,22,February,22 February,1,Cognac,0.1,l,40,199,₽,,"0.1l
199 ₽"
2026-02-23,2026,2,23,February,23 February,1,,,,,,,,
2026-02-24,2026,2,24,February,24 February,1,Beer,1,l,5,200,₽,,"1l
200 ₽"
2026-02-25,2026,2,25,February,25 February,1,,,,,,,,
2026-02-26,2026,2,26,February,26 February,1,,,,,,,,
2026-02-27,2026,2,27,February,27 February,1,Beer,2.5,l,5,5000,₽,"кальян, бар с коллегами","2.5l
5000 ₽"
2026-02-28,2026,2,28,February,28 February,1,Beer,2,l,5,600,₽,с Ксюшей и Русланом гуляли по сириусу,"2l
600 ₽"
2026-03-01,2026,3,1,March,1 March,1,Beer,2.5,l,5,500,₽,,"2.5l
500 ₽"
2026-03-02,2026,3,2,March,2 March,1,Beer,0.8,l,5,200,₽,две алькапульки,"0.8l
200 ₽"
2026-03-03,2026,3,3,March,3 March,1,Beer,1,l,5,300,₽,,"1l
300 ₽"
2026-03-04,2026,3,4,March,4 March,1,Beer,1,l,2,300,₽,,"1l
300 ₽"
2026-03-05,2026,3,5,March,5 March,1,,,,,,,,
