calendar_date,year,month,day,month_name,date_label,drink_index,alcohol,amount,unit,abv,price,currency,notes,preview
2026-03-06,2026,3,6,March,6 March,1,Beer,1,l,5,300,₽,покерок,"1l
300 ₽"
2026-03-13,2026,3,13,March,13 March,1,Beer,1.8,l,5,400,₽,"4 пивка, покер","1.8l
400 ₽"
2026-03-15,2026,3,15,March,15 March,1,Beer,0.33,l,4.5,150,₽,корона перед вылетом из Сириуса в магните по пути,"0.33l
150 ₽"
2026-03-16,2026,3,16,March,16 March,1,,,,,,,,
2026-03-17,2026,3,17,March,17 March,1,,,,,,,,
2026-03-18,2026,3,18,March,18 March,1,Beer,0.9,l,5,200,₽,Хамовники в ванной,"0.9l
200 ₽"
2026-03-19,2026,3,19,March,19 March,1,Beer,1,l,5,300,₽,с Лизой на торфянке,"1l
300 ₽"
2026-03-20,2026,3,20,March,20 March,1,Beer,1,l,4.5,330,₽,3 короны по скидке под большую маленькую ложь,"1l
330 ₽"
2026-03-21,2026,3,21,March,21 March,1,Beer,3,l,4.5,2000,₽,много корон по скидке у Кирилла на новой хате,"3l
2000 ₽"
2026-03-22,2026,3,22,March,22 March,1,,,,,,,,
2026-03-23,2026,3,23,March,23 March,1,,,,,,,,
2026-03-24,2026,3,24,March,24 March,1,,,,,,,,
2026-03-25,2026,3,25,March,25 March,1,,,,,,,,
2026-03-26,2026,3,26,March,26 March,1,,,,,,,,
2026-03-27,2026,3,27,March,27 March,1,,,,,,,,
2026-03-28,2026,3,28,March,28 March,1,Beer,1,l,4.5,300,₽,3 короны по скидону из пятерочки,"1l
300 ₽"
